"","date","state","city","place_type","confirmed","deaths","is_last","estimated_population_2019","city_ibge_code","confirmed_per_100k_inhabitants","death_rate"
"887","2020-03-26","SC","Laguna","city",0,0,"False",45814,4209409,NA,NA
"888","2020-03-26","SC","Navegantes","city",3,0,"False",81475,4211306,3.68211,NA
"889","2020-03-26","SC","Pomerode","city",1,0,"False",33447,4213203,2.9898,NA
"890","2020-03-26","SC","Porto Belo","city",3,0,"False",21388,4213500,14.02656,NA
"891","2020-03-26","SC","Rancho Queimado","city",2,0,"False",2878,4214300,69.4927,NA
"892","2020-03-26","SC","São José","city",8,1,"False",246586,4216602,3.2443,0.125
"893","2020-03-26","SC","São Ludgero","city",1,0,"False",13410,4217006,7.45712,NA
"894","2020-03-26","SC","São Pedro de Alcântara","city",1,0,"False",5823,4217253,17.17328,NA
"895","2020-03-26","SC","Siderópolis","city",2,0,"False",14007,4217600,14.27857,NA
"896","2020-03-26","SC","Tijucas","city",1,0,"False",38407,4218004,2.60369,NA
"897","2020-03-26","SC","Timbé do Sul","city",1,0,"False",5348,4218103,18.69858,NA
"898","2020-03-26","SC","Tubarão","city",8,0,"False",105686,4218707,7.56959,NA
"899","2020-03-26","SC","","state",149,1,"False",7164788,42,2.07961,0.0067
"900","2020-03-26","SP","Arujá","city",1,0,"False",89824,3503901,1.11329,NA
"901","2020-03-26","SP","Barueri","city",3,0,"False",274182,3505708,1.09416,NA
"902","2020-03-26","SP","Caieiras","city",2,0,"False",101470,3509007,1.97103,NA
"903","2020-03-26","SP","Campinas","city",4,0,"False",1204073,3509502,0.33221,NA
"904","2020-03-26","SP","Carapicuíba","city",2,0,"False",400927,3510609,0.49884,NA
"905","2020-03-26","SP","Cotia","city",5,0,"False",249210,3513009,2.00634,NA
"906","2020-03-26","SP","Embu das Artes","city",1,0,"False",273726,3515004,0.36533,NA
"907","2020-03-26","SP","Ferraz de Vasconcelos","city",1,0,"False",194276,3515707,0.51473,NA
"908","2020-03-26","SP","Guarulhos","city",9,1,"False",1379182,3518800,0.65256,0.1111
"909","2020-03-26","SP","Hortolândia","city",1,0,"False",230851,3519071,0.43318,NA
"910","2020-03-26","SP","Importados/Indefinidos","city",37,1,"False",NA,NA,NA,0.027
"911","2020-03-26","SP","Iracemápolis","city",1,0,"False",24235,3521408,4.12626,NA
"912","2020-03-26","SP","Jaguariúna","city",1,0,"False",57488,3524709,1.73949,NA
"913","2020-03-26","SP","Jundiaí","city",2,0,"False",418962,3525904,0.47737,NA
"914","2020-03-26","SP","Louveira","city",2,0,"False",48885,3527306,4.09123,NA
"915","2020-03-26","SP","Mairiporã","city",1,0,"False",100179,3528502,0.99821,NA
"916","2020-03-26","SP","Mauá","city",2,0,"False",472912,3529401,0.42291,NA
"917","2020-03-26","SP","Mogi das Cruzes","city",7,0,"False",445842,3530607,1.57006,NA
"918","2020-03-26","SP","Osasco","city",3,0,"False",698418,3534401,0.42954,NA
"919","2020-03-26","SP","Poá","city",1,0,"False",117452,3539806,0.85141,NA
"920","2020-03-26","SP","Ribeirão Pires","city",1,0,"False",123393,3543303,0.81042,NA
"921","2020-03-26","SP","Ribeirão Preto","city",1,1,"False",703293,3543402,0.14219,1
"922","2020-03-26","SP","Rio Claro","city",1,0,"False",206424,3543907,0.48444,NA
"923","2020-03-26","SP","Santana de Parnaíba","city",6,0,"False",139447,3547304,4.30271,NA
"924","2020-03-26","SP","Santo André","city",16,0,"False",718773,3547809,2.22602,NA
"925","2020-03-26","SP","São Bernardo do Campo","city",13,0,"False",838936,3548708,1.54958,NA
"926","2020-03-26","SP","São Caetano do Sul","city",17,0,"False",161127,3548807,10.55068,NA
"927","2020-03-26","SP","São José do Rio Preto","city",1,0,"False",460671,3549805,0.21707,NA
"928","2020-03-26","SP","São José dos Campos","city",2,0,"False",721944,3549904,0.27703,NA
"929","2020-03-26","SP","São Paulo","city",899,53,"False",12252023,3550308,7.33756,0.059
"930","2020-03-26","SP","São Sebastião","city",2,0,"False",88980,3550704,2.2477,NA
"931","2020-03-26","SP","Suzano","city",2,0,"False",297637,3552502,0.67196,NA
"932","2020-03-26","SP","Taboão da Serra","city",2,1,"False",289664,3552809,0.69046,0.5
"933","2020-03-26","SP","Tatuí","city",1,0,"False",121766,3554003,0.82125,NA
"934","2020-03-26","SP","Taubaté","city",1,0,"False",314924,3554102,0.31754,NA
"935","2020-03-26","SP","Valinhos","city",1,0,"False",129193,3556206,0.77404,NA
"936","2020-03-26","SP","Vargem Grande Paulista","city",1,1,"False",52597,3556453,1.90125,1
"937","2020-03-26","SP","","state",1052,58,"False",45919049,35,2.29099,0.0551
"938","2020-03-26","TO","Palmas","city",8,0,"False",299127,1721000,2.67445,NA
"939","2020-03-26","TO","","state",8,0,"False",1572866,17,0.50863,NA
"940","2020-03-25","AC","Rio Branco","city",23,0,"False",407319,1200401,5.64668,NA
"941","2020-03-25","AC","","state",23,0,"False",881935,12,2.6079,NA
"942","2020-03-25","AL","Maceió","city",10,0,"False",1018948,2704302,0.9814,NA
"943","2020-03-25","AL","Porto Real do Colégio","city",1,0,"False",20066,2707503,4.98355,NA
"944","2020-03-25","AL","","state",11,0,"False",3337357,27,0.3296,NA
"945","2020-03-25","AM","Manaus","city",52,NA,"False",2182763,1302603,2.3823,NA
"946","2020-03-25","AM","Parintins","city",2,1,"False",114273,1303403,1.75019,0.5
"947","2020-03-25","AM","","state",54,1,"False",4144597,13,1.3029,0.0185
"948","2020-03-25","AP","Macapá","city",2,0,"False",503327,1600303,0.39736,NA
"949","2020-03-25","AP","","state",2,0,"False",845731,16,0.23648,NA
"950","2020-03-25","BA","Barreiras","city",1,0,"False",155439,2903201,0.64334,NA
"951","2020-03-25","BA","Brumado","city",1,0,"False",67195,2904605,1.48821,NA
"952","2020-03-25","BA","Camaçari","city",1,0,"False",299132,2905701,0.3343,NA
"953","2020-03-25","BA","Canarana","city",1,0,"False",26176,2906204,3.82029,NA
"954","2020-03-25","BA","Conceição do Jacuípe","city",1,0,"False",33153,2908507,3.01632,NA
"955","2020-03-25","BA","Conde","city",1,0,"False",25837,2908606,3.87042,NA
"956","2020-03-25","BA","Feira de Santana","city",8,0,"False",614872,2910800,1.30108,NA
"957","2020-03-25","BA","Ilhéus","city",1,0,"False",162327,2913606,0.61604,NA
"958","2020-03-25","BA","Importados/Indefinidos","city",3,0,"False",NA,NA,NA,NA
"959","2020-03-25","BA","Itabuna","city",1,0,"False",213223,2914802,0.46899,NA
"960","2020-03-25","BA","Jequié","city",1,0,"False",155966,2918001,0.64117,NA
"961","2020-03-25","BA","Juazeiro","city",2,0,"False",216707,2918407,0.92291,NA
"962","2020-03-25","BA","Lauro de Freitas","city",3,0,"False",198440,2919207,1.51179,NA
"963","2020-03-25","BA","Porto Seguro","city",8,0,"False",148686,2925303,5.38047,NA
"964","2020-03-25","BA","Prado","city",2,0,"False",28174,2925501,7.09874,NA
"965","2020-03-25","BA","Salvador","city",54,0,"False",2872347,2927408,1.88,NA
"966","2020-03-25","BA","São Domingos","city",1,0,"False",9058,2928950,11.03996,NA
"967","2020-03-25","BA","Teixeira de Freitas","city",1,0,"False",160487,2931350,0.6231,NA
"968","2020-03-25","BA","","state",91,0,"False",14873064,29,0.61184,NA
"969","2020-03-25","CE","Aquiraz","city",6,0,"False",80271,2301000,7.47468,NA
"970","2020-03-25","CE","Fortaleza","city",196,0,"False",2669342,2304400,7.34263,NA
"971","2020-03-25","CE","Fortim","city",1,0,"False",16480,2304459,6.06796,NA
"972","2020-03-25","CE","Importados/Indefinidos","city",2,0,"False",NA,NA,NA,NA
"973","2020-03-25","CE","Juazeiro do Norte","city",1,0,"False",274207,2307304,0.36469,NA
"974","2020-03-25","CE","Mauriti","city",1,0,"False",47962,2308104,2.08498,NA
"975","2020-03-25","CE","Sobral","city",4,0,"False",208935,2312908,1.91447,NA
"976","2020-03-25","CE","","state",211,0,"False",9132078,23,2.31054,NA
"977","2020-03-25","DF","Brasília","city",191,0,"False",3015268,5300108,6.33443,NA
"978","2020-03-25","DF","","state",191,0,"False",3015268,53,6.33443,NA
"979","2020-03-25","ES","Cachoeiro de Itapemirim","city",1,NA,"False",208972,3201209,0.47853,NA
"980","2020-03-25","ES","Cariacica","city",1,NA,"False",381285,3201308,0.26227,NA
"981","2020-03-25","ES","Importados/Indefinidos","city",1,NA,"False",NA,NA,NA,NA
"982","2020-03-25","ES","Linhares","city",3,NA,"False",173555,3203205,1.72856,NA
"983","2020-03-25","ES","Santa Teresa","city",1,NA,"False",23590,3204609,4.23908,NA
"984","2020-03-25","ES","Serra","city",1,NA,"False",517510,3205002,0.19323,NA
"985","2020-03-25","ES","Vila Velha","city",17,NA,"False",493838,3205200,3.44242,NA
"986","2020-03-25","ES","Vitória","city",15,NA,"False",362097,3205309,4.14254,NA
"987","2020-03-25","ES","","state",40,NA,"False",4018650,32,0.99536,NA
"988","2020-03-25","GO","Anápolis","city",3,0,"False",386923,5201108,0.77535,NA
"989","2020-03-25","GO","Aparecida de Goiânia","city",2,0,"False",578179,5201405,0.34591,NA
"990","2020-03-25","GO","Catalão","city",1,0,"False",108823,5205109,0.91892,NA
"991","2020-03-25","GO","Goiânia","city",15,0,"False",1516113,5208707,0.98937,NA
"992","2020-03-25","GO","Importados/Indefinidos","city",3,0,"False",NA,NA,NA,NA
"993","2020-03-25","GO","Jataí","city",1,0,"False",100882,5211909,0.99126,NA
"994","2020-03-25","GO","Luziânia","city",1,0,"False",208299,5212501,0.48008,NA
"995","2020-03-25","GO","Rio Verde","city",6,0,"False",235647,5218805,2.54618,NA
"996","2020-03-25","GO","Silvânia","city",1,0,"False",20695,5220603,4.83209,NA
"997","2020-03-25","GO","Valparaíso de Goiás","city",2,0,"False",168468,5221858,1.18717,NA
"998","2020-03-25","GO","","state",35,0,"False",7018354,52,0.49869,NA
"999","2020-03-25","MA","São Luís","city",8,0,"False",1101884,2111300,0.72603,NA
"1000","2020-03-25","MA","","state",8,0,"False",7075181,21,0.11307,NA
"1001","2020-03-25","MG","Belo Horizonte","city",90,0,"False",2512070,3106200,3.5827,NA
"1002","2020-03-25","MG","Betim","city",1,0,"False",439340,3106705,0.22761,NA
"1003","2020-03-25","MG","Bom Despacho","city",1,0,"False",50605,3107406,1.97609,NA
"1004","2020-03-25","MG","Campos Altos","city",1,0,"False",15461,3111507,6.46789,NA
"1005","2020-03-25","MG","Contagem","city",2,0,"False",663855,3118601,0.30127,NA
"1006","2020-03-25","MG","Coronel Fabriciano","city",1,0,"False",109855,3119401,0.91029,NA
"1007","2020-03-25","MG","Divinópolis","city",1,0,"False",238230,3122306,0.41976,NA
"1008","2020-03-25","MG","Importados/Indefinidos","city",2,0,"False",NA,NA,NA,NA
"1009","2020-03-25","MG","Ipatinga","city",1,0,"False",263410,3131307,0.37964,NA
"1010","2020-03-25","MG","Juiz de Fora","city",8,0,"False",568873,3136702,1.40629,NA
"1011","2020-03-25","MG","Lagoa da Prata","city",1,0,"False",52165,3137205,1.91699,NA
"1012","2020-03-25","MG","Mariana","city",2,0,"False",60724,3140001,3.29359,NA
"1013","2020-03-25","MG","Nova Lima","city",7,0,"False",94889,3144805,7.37704,NA
"1014","2020-03-25","MG","Patrocínio","city",1,0,"False",90757,3148103,1.10184,NA
"1015","2020-03-25","MG","Poços de Caldas","city",1,0,"False",167397,3151800,0.59738,NA
"1016","2020-03-25","MG","Sete Lagoas","city",2,0,"False",239639,3167202,0.83459,NA
"1017","2020-03-25","MG","Timóteo","city",1,0,"False",89842,3168705,1.11307,NA
"1018","2020-03-25","MG","Uberaba","city",3,0,"False",333783,3170107,0.89879,NA
"1019","2020-03-25","MG","Uberlândia","city",7,0,"False",691305,3170206,1.01258,NA
"1020","2020-03-25","MG","","state",133,0,"False",21168791,31,0.62828,NA
"1021","2020-03-25","MS","Campo Grande","city",22,0,"False",895982,5002704,2.45541,NA
"1022","2020-03-25","MS","Ponta Porã","city",1,0,"False",92526,5006606,1.08078,NA
"1023","2020-03-25","MS","Sidrolândia","city",1,0,"False",57665,5007901,1.73415,NA
"1024","2020-03-25","MS","","state",24,0,"False",2778986,50,0.86362,NA
"1025","2020-03-25","MT","Cuiabá","city",6,0,"False",612547,5103403,0.97952,NA
"1026","2020-03-25","MT","Nova Monte Verde","city",1,0,"False",9178,5108956,10.89562,NA
"1027","2020-03-25","MT","Várzea Grande","city",2,0,"False",284971,5108402,0.70183,NA
"1028","2020-03-25","MT","","state",9,0,"False",3484466,51,0.25829,NA
"1029","2020-03-25","PA","Ananindeua","city",2,0,"False",530598,1500800,0.37693,NA
"1030","2020-03-25","PA","Belém","city",4,0,"False",1492745,1501402,0.26796,NA
"1031","2020-03-25","PA","Marabá","city",1,0,"False",279349,1504208,0.35798,NA
"1032","2020-03-25","PA","","state",7,0,"False",8602865,15,0.08137,NA
"1033","2020-03-25","PB","Igaracy","city",1,0,"False",6117,2502607,16.34788,NA
"1034","2020-03-25","PB","João Pessoa","city",4,0,"False",809015,2507507,0.49443,NA
"1035","2020-03-25","PB","","state",5,0,"False",4018127,25,0.12444,NA
"1036","2020-03-25","PE","Belo Jardim","city",1,NA,"False",76439,2601706,1.30823,NA
"1037","2020-03-25","PE","Caruaru","city",1,NA,"False",361118,2604106,0.27692,NA
"1038","2020-03-25","PE","Importados/Indefinidos","city",5,NA,"False",NA,NA,NA,NA
"1039","2020-03-25","PE","Jaboatão dos Guararapes","city",3,NA,"False",702298,2607901,0.42717,NA
"1040","2020-03-25","PE","Olinda","city",3,NA,"False",392482,2609600,0.76437,NA
"1041","2020-03-25","PE","Petrolina","city",2,NA,"False",349145,2611101,0.57283,NA
"1042","2020-03-25","PE","Recife","city",31,1,"False",1645727,2611606,1.88367,0.0323
"1043","2020-03-25","PE","","state",46,1,"False",9557071,26,0.48132,0.0217
"1044","2020-03-25","PI","Teresina","city",9,0,"False",864845,2211001,1.04065,NA
"1045","2020-03-25","PI","","state",8,0,"False",3273227,22,0.24441,NA
"1046","2020-03-25","PR","Campo Largo","city",1,0,"False",132002,4104204,0.75756,NA
"1047","2020-03-25","PR","Campo Mourão","city",1,0,"False",94859,4104303,1.0542,NA
"1048","2020-03-25","PR","Cascavel","city",2,0,"False",328454,4104808,0.60891,NA
"1049","2020-03-25","PR","Cianorte","city",6,0,"False",82620,4105508,7.26216,NA
"1050","2020-03-25","PR","Colombo","city",2,0,"False",243726,4105805,0.82059,NA
"1051","2020-03-25","PR","Curitiba","city",60,0,"False",1933105,4106902,3.10381,NA
"1052","2020-03-25","PR","Faxinal","city",1,0,"False",17251,4107603,5.79677,NA
"1053","2020-03-25","PR","Foz do Iguaçu","city",5,0,"False",258532,4108304,1.934,NA
"1054","2020-03-25","PR","Guaíra","city",1,0,"False",33119,4108809,3.01941,NA
"1055","2020-03-25","PR","Importados/Indefinidos","city",4,0,"False",NA,NA,NA,NA
"1056","2020-03-25","PR","Londrina","city",3,0,"False",569733,4113700,0.52656,NA
"1057","2020-03-25","PR","Maringá","city",2,0,"False",423666,4115200,0.47207,NA
"1058","2020-03-25","PR","Paranavaí","city",1,0,"False",88374,4118402,1.13155,NA
"1059","2020-03-25","PR","Pato Branco","city",1,0,"False",82881,4118501,1.20655,NA
"1060","2020-03-25","PR","Pinhais","city",3,0,"False",132157,4119152,2.27003,NA
"1061","2020-03-25","PR","Ponta Grossa","city",3,0,"False",351736,4119905,0.85291,NA
"1062","2020-03-25","PR","Telêmaco Borba","city",1,0,"False",78974,4127106,1.26624,NA
"1063","2020-03-25","PR","Umuarama","city",0,0,"False",111557,4128104,NA,NA
"1064","2020-03-25","PR","","state",97,0,"False",11433957,41,0.84835,NA
"1065","2020-03-25","RJ","Barra Mansa","city",1,0,"False",184412,3300407,0.54226,NA
"1066","2020-03-25","RJ","Campos dos Goytacazes","city",1,0,"False",507548,3301009,0.19703,NA
"1067","2020-03-25","RJ","Duque de Caxias","city",2,0,"False",919596,3301702,0.21749,NA
"1068","2020-03-25","RJ","Guapimirim","city",1,0,"False",60517,3301850,1.65243,NA
"1069","2020-03-25","RJ","Importados/Indefinidos","city",0,0,"False",NA,NA,NA,NA
"1070","2020-03-25","RJ","Miguel Pereira","city",1,1,"False",25538,3302908,3.91573,1
"1071","2020-03-25","RJ","Niterói","city",19,1,"False",513584,3303302,3.69949,0.0526
"1072","2020-03-25","RJ","Petrópolis","city",3,1,"False",306191,3303906,0.97978,0.3333
"1073","2020-03-25","RJ","Resende","city",1,0,"False",131341,3304201,0.76138,NA
"1074","2020-03-25","RJ","Rio de Janeiro","city",331,5,"False",6718903,3304557,4.9264,0.0151
"1075","2020-03-25","RJ","São Gonçalo","city",3,0,"False",1084839,3304904,0.27654,NA
"1076","2020-03-25","RJ","Valença","city",1,0,"False",76523,3306107,1.3068,NA
"1077","2020-03-25","RJ","Volta Redonda","city",6,0,"False",273012,3306305,2.19771,NA
"1078","2020-03-25","RJ","","state",370,8,"False",17264943,33,2.14307,0.0216
"1079","2020-03-25","RN","Mossoró","city",1,0,"False",297378,2408003,0.33627,NA
"1080","2020-03-25","RN","Natal","city",9,0,"False",884122,2408102,1.01796,NA
"1081","2020-03-25","RN","Parnamirim","city",4,0,"False",261469,2403251,1.52982,NA
"1082","2020-03-25","RN","","state",14,0,"False",3506853,24,0.39922,NA
"1083","2020-03-25","RO","Ji-Paraná","city",1,0,"False",128969,1100122,0.77538,NA
"1084","2020-03-25","RO","Porto Velho","city",4,0,"False",529544,1100205,0.75537,NA
"1085","2020-03-25","RO","","state",5,0,"False",1777225,11,0.28134,NA
"1086","2020-03-25","RR","Boa Vista","city",7,0,"False",399213,1400100,1.75345,NA
"1087","2020-03-25","RR","Bonfim","city",1,0,"False",12409,1400159,8.05867,NA
"1088","2020-03-25","RR","","state",8,0,"False",605761,14,1.32065,NA
"1089","2020-03-25","RS","Alvorada","city",2,0,"False",210305,4300604,0.951,NA
"1090","2020-03-25","RS","Anta Gorda","city",2,0,"False",5981,4300703,33.43922,NA
"1091","2020-03-25","RS","Bagé","city",7,0,"False",121143,4301602,5.7783,NA
"1092","2020-03-25","RS","Bento Gonçalves","city",2,0,"False",120454,4302105,1.66038,NA
"1093","2020-03-25","RS","Camaquã","city",0,NA,"True",66261,4303509,NA,NA
"1094","2020-03-25","RS","Campo Bom","city",2,0,"False",66712,4303905,2.99796,NA
"1095","2020-03-25","RS","Canoas","city",6,0,"False",346616,4304606,1.73102,NA
"1096","2020-03-25","RS","Capão da Canoa","city",2,0,"False",53049,4304630,3.7701,NA
"1097","2020-03-25","RS","Carlos Barbosa","city",1,0,"False",29833,4304804,3.35199,NA
"1098","2020-03-25","RS","Caxias do Sul","city",3,0,"False",510906,4305108,0.58719,NA
"1099","2020-03-25","RS","Cerro Grande do Sul","city",1,0,"False",12239,4305173,8.1706,NA
"1100","2020-03-25","RS","Charqueadas","city",1,0,"False",40789,4305355,2.45164,NA
"1101","2020-03-25","RS","Cruzeiro do Sul","city",1,0,"False",12348,4306205,8.09848,NA
"1102","2020-03-25","RS","Dois Irmãos","city",1,0,"False",32671,4306403,3.06082,NA
"1103","2020-03-25","RS","Dom Pedrito","city",1,0,"False",38461,4306601,2.60004,NA
"1104","2020-03-25","RS","Eldorado do Sul","city",1,0,"False",41285,4306767,2.42219,NA
"1105","2020-03-25","RS","Erechim","city",3,0,"False",105862,4307005,2.83388,NA
"1106","2020-03-25","RS","Estância Velha","city",1,0,"False",50022,4307609,1.99912,NA
"1107","2020-03-25","RS","Estrela","city",1,0,"False",34116,4307807,2.93118,NA
"1108","2020-03-25","RS","Farroupilha","city",1,0,"False",72331,4307906,1.38253,NA
"1109","2020-03-25","RS","Garibaldi","city",1,0,"False",35070,4308607,2.85144,NA
"1110","2020-03-25","RS","Gravataí","city",1,0,"False",281519,4309209,0.35522,NA
"1111","2020-03-25","RS","Ivoti","city",2,0,"False",24293,4310801,8.23282,NA
"1112","2020-03-25","RS","Lajeado","city",5,0,"False",84014,4311403,5.95139,NA
"1113","2020-03-25","RS","Osório","city",1,0,"False",45994,4313508,2.1742,NA
"1114","2020-03-25","RS","Paraí","city",1,0,"False",7657,4314001,13.05995,NA
"1115","2020-03-25","RS","Pelotas","city",1,0,"False",342405,4314407,0.29205,NA
"1116","2020-03-25","RS","Porto Alegre","city",87,1,"False",1483771,4314902,5.86344,0.0115
"1117","2020-03-25","RS","Rio Grande","city",2,0,"False",211005,4315602,0.94784,NA
"1118","2020-03-25","RS","Santa Maria","city",2,0,"False",282123,4316907,0.70891,NA
"1119","2020-03-25","RS","Sant'Ana do Livramento","city",4,0,"False",77027,4317103,5.19298,NA
"1120","2020-03-25","RS","Santiago","city",1,0,"False",49425,4317400,2.02327,NA
